,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released
167,13000000,Other,USA,Other,Action,45661556,Young Guns,R,12.08.1988 00:00,107,6.8,Emilio Estevez,45768,John Fusco,1988,1,2.512427385,250,FALSE,11967,tt0096487,Young Guns,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",9.905174,Six reasons why the west was wild.,Young Guns,"Crime, Action, Adventure, Drama, Western",en,US,"corruption, sheriff, deputy sheriff, ranch, billy the kid, outlaw, neighbor",1988
168,6000000,Other,USA,Other,Comedy,12793213,Mystic Pizza,R,21.10.1988 00:00,104,6.2,Annabeth Gish,20071,Amy Holden Jones,1988,1,1.132202167,110,FALSE,11191,tt0095690,Mystic Pizza,Three teenage girls come of age while working at a pizza parlor in Mystic Connecticut.,6.854978,A Romantic Comedy With The Works,Mystic Pizza,"Comedy, Drama, Romance","en, fr",US,"independent film, commitment, lobster, portuguese american",1988
169,63000000,Other,USA,Other,Action,53715611,Rambo III,R,25.05.1988 00:00,102,5.7,Sylvester Stallone,99555,David Morrell,1988,0,-0.147371254,-10,FALSE,1370,tt0095956,Rambo III,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",11.624866,The first was for himself. The second for his country. This time it's to save his friend.,Rambo III,"Action, Adventure, Thriller, War","en, ru",US,"competition, submachine gun, soviet union, liberation, russian, soviet troops, thailand, freedom fighter, afghanistan, war on freedom, machinegun, mujahid, reality show, western, japanese food, soap opera",1988
170,7000000,Universal Pictures,Other,Martin Scorsese,Drama,7630564,The Last Temptation of Christ,R,12.03.2004 00:00,164,7.6,Willem Dafoe,42782,Nikos Kazantzakis,1988,1,0.090080571,10,FALSE,11051,tt0095497,The Last Temptation of Christ,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene.",11.370288,,The Last Temptation of Christ,Drama,en,"US, CA","christianity, traitor, jesus christ, roman, crucifixion, longing, moral conflict, cross, blasphemy, temptation, mary magdalene",2004
171,13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,19.08.1988 00:00,93,5.7,Robert Englund,39701,Wes Craven,1988,1,2.797684538,280,FALSE,10131,tt0095742,A Nightmare on Elm Street 4: The Dream Master,"Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain.",8.120317,Terror beyond your wildest dreams.,A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller",en,US,"martial arts, nightmare, supernatural, high school, resurrection, sequel, diner, alcoholic, disfigurement, dreams",1988
172,24000000,Other,USA,Other,Comedy,41455230,The Great Outdoors,PG,17.06.1988 00:00,91,6.6,Dan Aykroyd,31340,John Hughes,1988,1,0.72730125,70,FALSE,2617,tt0095253,The Great Outdoors,"It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family.",11.666172,"The wildlife is wild, but his brother-in-law in unbearable.",The Great Outdoors,Comedy,en,US,"holiday, roommate, attachment to nature, grizzly bear, best friend",1988
173,7000000,Other,USA,Other,Comedy,50888729,Bull Durham,R,15.06.1988 00:00,108,7.1,Kevin Costner,39369,Ron Shelton,1988,1,6.269818429,630,FALSE,287,tt0094812,Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",6.924072,Romance is a lot like baseball. It's not whether you win or lose. It's how you play the game.,Bull Durham,"Comedy, Romance","en, it",US,"love triangle, poem, jealousy, age difference, baseball, trainer, sports team, pitcher, stadium, flirt, home run, sport, minor leagues",1988
174,7500000,Warner Bros.,USA,Other,Action,18869631,Above the Law,R,22.04.1988 00:00,99,6.0,Steven Seagal,24061,Andrew Davis,1988,1,1.5159508,150,FALSE,9395,tt0094602,Above the Law,"Seagal is Nico Toscani, an Italian immigrant, American patriot, ex-CIA agent, aikido specialist, and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice: expert and thorough bone-crushing.",5.283245,He's a cop who believes no one is above the law.,Above the Law,"Action, Adventure, Drama, Thriller","en, es","HK, US","corruption, chicago, cia, martial arts, senator, vietnam, cop, torture, drug lord",1988
175,10000000,Other,Other,Other,Comedy,3916303,Earth Girls Are Easy,PG,12.05.1989 00:00,100,5.2,Geena Davis,17315,Julie Brown,1988,0,-0.6083696999999999,-60,FALSE,2210,tt0097257,Earth Girls Are Easy,"In this musical comedy, Valerie is dealing with her philandering fiancé, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",11.509677,Valerie's about to discover how far a girl has to go to find Mr. Right.,Earth Girls Are Easy,"Music, Comedy, Drama, Romance, Science Fiction",en,"GB, US","dancing, sex, dream, musical, police, bikini, swimming pool, beauty salon, romantic comedy, spaceship, romance, alien, furry, hospital, makeover, nosy neighbor, discotheque, valley girl",1989
176,31000000,Other,USA,Other,Animation,74151346,Oliver & Company,G,18.11.1988 00:00,74,6.7,Joey Lawrence,35531,Jim Cox,1988,1,1.391978903,140,FALSE,12233,tt0095776,Oliver & Company,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",10.813578999999999,The first Disney movie with attitude.,Oliver & Company,"Animation, Comedy, Family",en,US,"new york city, kitten, great dane",1988
177,31000000,Warner Bros.,USA,Other,Action,37903295,The Dead Pool,R,13.07.1988 00:00,91,6.3,Clint Eastwood,33312,Harry Julian Fink,1988,1,0.222686935,20,FALSE,10651,tt0094963,The Dead Pool,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",7.066395,Dirty Harry Just Learned A New Game.,The Dead Pool,"Action, Crime, Thriller",en,US,"prison, detective, gun, fight, chinatown, hitman, media, police, stalker, sequel, murder, mafia, reporter, gangster, explosion, violence, neo-noir",1988
178,32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,23.11.1988 00:00,101,7.0,Bill Murray,68098,Mitch Glazer,1988,1,0.885267438,90,FALSE,9647,tt0096061,Scrooged,"In this modern take on Charles Dickens' ""A Christmas Carol,"" Frank Cross (Bill Murray) is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life, Claire Phillips (Karen Allen). But after firing a staff member, Eliot Loudermilk (Bobcat Goldthwait), on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",11.465634,The spirits will move you in odd and hysterical ways.,Scrooged,"Fantasy, Comedy, Drama",en,US,"holiday, tv ratings, comedy, scrooge, christmas carol, ghost, duringcreditsstinger, christmas",1988
179,23000000,Other,USA,Other,Crime,41292551,Tequila Sunrise,R,2.12.1988 00:00,115,6.0,Mel Gibson,24708,Robert Towne,1988,1,0.7953283040000001,80,FALSE,10396,tt0096244,Tequila Sunrise,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",6.399977,A business on the line. A friendship on the edge. A woman caught in the middle.,Tequila Sunrise,"Action, Adventure, Crime, Romance, Thriller","en, es",US,"restaurant, drug dealer, shadowing, restaurant owner, cop, best friend",1988
180,20000000,Warner Bros.,USA,Other,Crime,17637950,Frantic,R,26.02.1988 00:00,120,6.9,Harrison Ford,41608,Roman Polanski,1988,0,-0.11810250000000001,-10,FALSE,10675,tt0095174,Frantic,"Ford plays an American doctor whose wife suddenly vanishes in Paris. To find her, he navigates a puzzling web of language, locale, laissez-faire cops, triplicate-form filling bureaucrats and a defiant, mysterious waif who knows more than she tells.",8.105858999999999,They've taken his wife. Now he's taking action.,Frantic,"Crime, Drama, Mystery, Thriller","en, fr","FR, US","wife husband relationship, married couple, wife, man-woman relation, man looking for wife",1988
181,2800000,Paramount Pictures,USA,Other,Horror,19170001,Friday the 13th Part VII: The New Blood,R,13.05.1988 00:00,88,5.3,Jennifer Banko,23959,Daryl Haney,1988,1,5.846428929,580,FALSE,10281,tt0095179,Friday the 13th Part VII: The New Blood,"Tina possesses the gift of telekinesis, allowing her to move things and see the future, using the power of her mind. But when a devious doctor tries to exploit her ability, the gift becomes a hellish curse. Tina unwittingly unchains the merciless bloodthirsty Jason Voorhees from his watery grave, igniting a bloodbath that ends in the ultimate showdown in strength of mind versus pure evil matter.",7.909022,"Jason is back, but this time someone's waiting!",Friday the 13th Part VII: The New Blood,"Horror, Thriller",en,US,"lake, mask, telekinesis, psychopath, slasher, teenager, psychiatrist, jason vorhees",1988
182,8000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,22433275,License to Drive,PG-13,6.07.1988 00:00,88,6.3,Corey Haim,14929,Neil Tolkin,1988,1,1.804159375,180,FALSE,13704,tt0095519,License to Drive,"Teenager Les Anderson thinks his life can't get any worse after he flunks his driver's exam, but he's wrong. Even though he didn't receive his license, Les refuses to break his date with the cool Mercedes Lane, and he decides to lift his family's prize luxury car for the occasion. Unfortunately, Mercedes sneaks some booze along and passes out drunk, and a confused Les makes the bad decision of enlisting his rebellious friend, Dean, to help.",9.631158000000001,Some guys get all the brakes!,License to Drive,"Comedy, Family",en,US,"champagne, ferrari, driving test, underage drinking, drunk driving, teem",1988
183,46630000,Other,Other,Other,Adventure,8083123,The Adventures of Baron Munchausen,PG,10.03.1989 00:00,126,7.2,John Neville,43852,Charles McKeown,1988,0,-0.826654021,-80,FALSE,14506,tt0096764,The Adventures of Baron Munchausen,An account of Baron Munchausen's supposed travels and fantastical experiences with his band of misfits.,7.7534160000000005,Remarkable. Unbelievable. Impossible. And true.,The Adventures of Baron Munchausen,"Action, Adventure, Comedy, Fantasy",en,"IT, GB","moon, monster, hot air balloon, war, baron, story telling, european, roman mythology",1989
184,13000000,Other,Other,Other,Drama,9134733,Dead Ringers,R,23.09.1988 00:00,116,7.3,Jeremy Irons,32130,David Cronenberg,1988,0,-0.297328231,-30,FALSE,9540,tt0094964,Dead Ringers,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",5.532019999999999,Two bodies. Two minds. One soul.,Dead Ringers,"Drama, Horror, Thriller",en,"CA, US","nurse, sex, based on novel, bondage, obsession, nudity, sadism, sadomasochism, twin brother, murder, prostitution, drug, twins, receptionist, extramarital affair, medical profession, gynecologist, voyeurism, spectacle, body horror, identical twins",1988
